fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
131,2629615149,Bursera biflora,18.376944,-97.459167,7,1978,18.15,14.03333,67.14513,194.41054,28.7,7.8,20.9,19.26667,15.61667,20.43333,15.61667,519,106,6,81.94233,236,26,196,26,1918
132,2629587130,Bursera biflora,17.302083,-96.502467,7,1978,20.05,14.51667,64.80655,196.08672,31.3,8.9,22.4,20.96667,18.93333,22.46667,17.51667,1061,185,12,80.5282,547,59,302,82,1582
133,2629449044,Bursera biflora,18.225556,-97.4875,10,1978,19.59167,14.6,66.66666,207.99733,30.6,8.7,21.9,20.76667,18.08333,22.05,16.86667,517,117,6,86.65211,258,24,192,24,1815
134,2629445092,Bursera biflora,18.227778,-97.578055,7,1975,17.70417,14.60833,67.94573,188.6972,28.7,7.2,21.5,18.63333,15.3,19.98333,15.28333,543,138,4,96.99818,287,14,227,17,2048
135,2270511147,Bursera biflora,18.329233,-97.474675,6,1971,21.65833,15.86667,68.09728,216.34183,33.1,9.8,23.3,22.95,20,24.16667,18.76667,437,105,2,101.15835,230,13,162,13,1480
136,2270510977,Bursera biflora,17.505156,-96.933708,10,1977,17.0375,12.75833,65.09354,171.02797,27,7.4,19.6,17.81667,16.06667,19.18333,14.86667,653,136,6,93.82972,359,19,208,33,2081
137,2270510682,Bursera biflora,18.333333,-97.483333,6,1978,21.54583,15.85833,68.35488,213.56773,32.9,9.7,23.2,22.83333,19.9,24,18.68333,440,105,3,99.99395,231,14,163,14,1496
138,2270510405,Bursera biflora,18.394231,-97.474803,6,1978,17.1125,13.95833,67.10737,194.70404,27.6,6.8,20.8,18.9,14.58333,19.4,14.58333,500,103,5,83.4426,227,23,194,23,2010
139,2270510049,Bursera biflora,17.601429,-96.587914,7,1973,18.20833,12.05,62.43523,188.65352,28.2,8.9,19.3,18.55,17.18333,20.56667,15.83333,2459,474,29,86.8726,1326,109,532,250,1899
140,2270509736,Bursera biflora,18.166667,-97.483333,7,1978,18.77083,14.55833,67.0891,194.11171,29.8,8.1,21.7,19.75,17.5,21.13333,16.28333,522,119,7,86.75597,262,25,198,29,1906
141,2270509398,Bursera biflora,18.22805,-97.58061,7,1978,17.70417,14.60833,67.94573,188.6972,28.7,7.2,21.5,18.63333,15.3,19.98333,15.28333,543,138,4,96.99818,287,14,227,17,2048
142,2270509107,Bursera biflora,18.380014,-97.436885,6,1975,20.77083,15.275,66.99561,217.07204,32,9.2,22.8,22.1,17.88333,23.28333,17.88333,527,118,4,92.88499,270,20,188,20,1592
143,2270509084,Bursera biflora,17.3592,-96.6092,7,1978,19.37083,13.975,65.61033,178.61154,30,8.7,21.3,19.78333,18.4,21.55,17.06667,1184,216,15,84.42451,618,57,327,92,1749
144,2270508861,Bursera biflora,18.45,-97.383333,6,1978,20.7125,15.64167,67.13162,222.65059,32.1,8.8,23.3,21.71667,18.98333,23.26667,17.75,623,132,6,88.74195,307,29,207,30,1580
145,2270508283,Bursera biflora,17.8,-96.966667,6,1978,25.32083,14.75833,62.80142,245.59258,37.1,13.6,23.5,26.7,23.36667,28.31667,22.11667,555,115,5,98.15894,322,18,160,18,625
146,2270505510,Bursera biflora,17.5167,-96.9333,10,1978,17.45833,12.96667,64.83333,176.38843,27.6,7.6,20,18.25,16.45,19.65,15.21667,696,143,7,94.01122,382,21,216,37,2047
147,1929292879,Bursera biflora,18.461111,-97.38,8,1897,20.4875,15.425,66.77489,220.63055,31.8,8.7,23.1,21.48333,18.76667,23.01667,17.55,643,137,6,87.85027,314,30,211,30,1602
148,1928633204,Bursera biflora,18.461377,-97.406483,9,1906,20.2375,15.40833,66.99275,219.57733,31.5,8.5,23,21.68333,17.3,22.73333,17.3,608,127,5,89.48755,301,25,209,25,1653
149,1927929178,Bursera biflora,17.6575,-96.925,11,1983,25.00833,14.2,62.2807,239.65726,36.6,13.8,22.8,26.26667,23.21667,28,21.95,509,105,4,97.42487,295,14,159,14,741
150,1897570193,Bursera biflora,18.153972,-97.421083,11,2002,18.36667,14.18333,67.21959,189.42897,29.1,8,21.1,19.31667,17.11667,20.7,15.95,551,123,6,86.84835,277,24,205,31,1984
151,1897371446,Bursera biflora,18.411389,-97.430833,7,2002,19.09583,14.625,66.78082,208.13521,30,8.1,21.9,20.38333,16.35,21.51667,16.35,577,119,7,84.72879,277,27,205,27,1808
152,1897371405,Bursera biflora,17.906667,-96.974722,9,2000,25.11667,15.06667,63.30532,247.71071,37.1,13.3,23.8,25.96667,23.11667,28.15,21.88333,718,147,7,96.57086,413,26,198,27,642
153,1897371366,Bursera biflora,18.145399,-97.051218,6,1987,22.7125,15.65833,65.51604,239.59364,34.4,10.5,23.9,23.58333,20.96667,25.6,19.58333,1270,239,17,88.62777,687,61,330,71,1453
154,1896093383,Bursera biflora,18.1525,-97.324722,11,2003,22.075,16.1,66.52892,241.30801,33.9,9.7,24.2,23.56667,20.3,24.9,18.9,517,113,5,95.02069,272,20,169,22,1401
155,1896093379,Bursera biflora,17.883056,-97.349444,6,2000,17.52917,16.10833,67.96765,192.21742,29.3,5.6,23.7,18.51667,15.15,19.88333,15.06667,464,104,5,89.71476,238,15,180,19,2079
156,1895588031,Bursera biflora,18.297778,-97.544444,6,1985,21.19167,15.48333,67.31885,213.14563,32.6,9.6,23,22.41667,18.36667,23.66667,18.36667,449,108,3,96.8542,241,13,169,13,1610
157,1895434501,Bursera biflora,18.0443025,-97.4956283,6,1983,18.625,14.4,67.28972,191.88655,29.5,8.1,21.4,19.53333,16.23333,20.98333,16.16667,521,123,6,89.19489,267,23,204,27,1955
158,1895434491,Bursera biflora,18.0567183,-97.3402967,7,1994,14.01667,12.76667,67.19299,162.19142,24,5,19,14.65,13.05,16.06667,11.96667,651,141,7,91.92175,351,23,229,29,2442
159,1895434484,Bursera biflora,18.1884208,-97.4129518,8,1985,18.7375,14.49167,66.47554,204.463,29.8,8,21.8,19.83333,17.4,21.25,16.11667,556,120,7,84.82973,278,27,198,36,1875
160,1895434480,Bursera biflora,18.2040138,-97.5100682,10,1984,17.90417,14.425,67.723,190.36401,28.7,7.4,21.3,18.9,15.45,20.18333,15.45,537,125,6,87.98694,266,24,212,24,2014
161,1895434472,Bursera biflora,18.2014609,-97.5147463,9,1985,17.90417,14.425,67.723,190.36401,28.7,7.4,21.3,18.9,15.45,20.18333,15.45,537,125,6,87.98694,266,24,212,24,2014
162,1895434455,Bursera biflora,17.876106,-96.996108,6,1978,25.85417,15.19167,63.29861,245.74063,37.9,13.9,24,27.25,23.85,28.86667,22.63333,563,118,4,100.87289,332,17,160,17,600
163,1895434453,Bursera biflora,18.1820729,-97.4792374,6,1983,18.6875,14.55833,67.08909,194.66901,29.7,8,21.7,19.66667,17.41667,21.05,16.18333,524,119,7,86.51568,261,25,200,29,1917
164,1895434452,Bursera biflora,18.3,-97.5,11,1985,21.62083,15.60833,67.56854,219.88075,33,9.9,23.1,22.95,19.95,24.13333,18.66667,459,107,4,95.68798,236,18,165,18,1548
165,1895434447,Bursera biflora,17.5628823,-96.9424308,11,1983,19.68333,13.5,63.98104,197.98225,30.2,9.1,21.1,20.75,18.35,22.08333,17.15,898,176,11,91.94019,489,34,265,56,1809
166,1895434436,Bursera biflora,18.4246035,-97.4214778,9,1979,19.825,15.1,66.81416,214.94716,31,8.4,22.6,21.2,16.96667,22.3,16.96667,591,124,6,87.14644,290,26,206,26,1710
167,1895434433,Bursera biflora,18.4797649,-97.3991135,10,1986,20.27083,15.275,66.70306,218.66806,31.5,8.6,22.9,21.26667,18.55,22.76667,17.35,634,131,7,86.71645,308,30,212,32,1648
168,1895434432,Bursera biflora,18.4626108,-97.3928472,3,1945,20.325,15.36667,66.81159,220.09811,31.6,8.6,23,21.31667,17.38333,22.85,17.38333,624,131,6,88.3923,305,27,210,27,1641
169,1895434424,Bursera biflora,17.4989096,-97.1989226,10,1990,15.6875,14.54167,70.2496,140.01826,26,5.3,20.7,16.26667,14.01667,17.41667,13.86667,569,125,2,96.78979,324,8,209,13,2305
170,1895434416,Bursera biflora,18.4112381,-97.4269059,10,1964,19.09583,14.625,66.78082,208.13521,30,8.1,21.9,20.38333,16.35,21.51667,16.35,577,119,7,84.72879,277,27,205,27,1808
171,1895434410,Bursera biflora,17.9,-97.366667,7,1986,17.01667,16.26667,68.63573,177.51227,28.8,5.1,23.7,17.85,14.81667,19.18333,14.75,494,116,4,94.01073,259,12,202,16,2127
172,1895434337,Bursera biflora,17.6757069,-97.9625772,8,1999,22.86667,15.83333,68.84058,169.69667,34.3,11.3,23,23.55,20.73333,24.96667,20.73333,728,154,5,93.49661,386,19,245,19,1352
173,1895139628,Bursera biflora,18.226944,-97.577778,5,2000,17.70417,14.60833,67.94573,188.6972,28.7,7.2,21.5,18.63333,15.3,19.98333,15.28333,543,138,4,96.99818,287,14,227,17,2048
174,1895086482,Bursera biflora,17.381944,-96.6725,7,1978,14.9625,11.15833,65.63725,156.65721,23.7,6.7,17,15.5,14.3,16.93333,12.98333,900,170,11,85.00114,467,34,259,74,2249
175,1895086470,Bursera biflora,18.003889,-97.355278,7,2003,16.96667,14.93333,68.18874,190.19527,28,6.1,21.9,17.93333,14.58333,19.3,14.53333,547,129,4,93.95836,293,16,214,21,2121
176,1895086469,Bursera biflora,17.890278,-96.990556,7,1977,25.66667,15.08333,63.11018,247.00323,37.6,13.7,23.9,27.08333,23.65,28.68333,22.43333,577,120,5,99.66361,338,18,162,19,582
177,1895086463,Bursera biflora,18.393333,-97.442222,6,1978,20.075,14.96667,66.51852,213.18471,31.2,8.7,22.5,21.38333,17.25,22.55,17.25,548,120,4,90.23315,278,22,197,22,1674
178,1895086450,Bursera biflora,18.378333,-97.578611,6,1978,18.19167,14.48333,68.31761,182.99074,28.9,7.7,21.2,19.13333,15.78333,20.33333,15.78333,532,118,6,86.46964,251,23,205,23,1885
179,1895086440,Bursera biflora,18.389722,-97.41,6,1971,20.05833,14.85,66.59193,215.04581,31.1,8.8,22.3,21.4,17.2,22.55,17.2,591,125,6,87.34863,293,27,204,27,1698
180,1895086421,Bursera biflora,18.226667,-97.577778,7,1978,17.70417,14.60833,67.94573,188.6972,28.7,7.2,21.5,18.63333,15.3,19.98333,15.28333,543,138,4,96.99818,287,14,227,17,2048
181,1895086407,Bursera biflora,18.461667,-97.3925,6,1905,20.325,15.36667,66.81159,220.09811,31.6,8.6,23,21.31667,17.38333,22.85,17.38333,624,131,6,88.3923,305,27,210,27,1641
182,1895086386,Bursera biflora,18.008611,-97.354722,7,2002,16.87083,14.70833,68.09414,188.40788,27.8,6.2,21.6,17.83333,14.5,19.18333,14.46667,555,130,4,93.56719,296,16,215,22,2129
183,1895086355,Bursera biflora,18.25,-97.51,10,1977,19.08333,14.31667,66.90031,202.21875,29.9,8.5,21.4,20.21667,17.61667,21.46667,16.43333,510,116,6,86.32455,250,24,197,24,1892
184,1895016785,Bursera biflora,18.120333,-97.072028,6,1978,24.30833,18.75,70.48872,241.19809,37.5,10.9,26.6,25.05,22.53333,27.23333,21.16667,883,165,13,88.30945,483,44,241,48,994
185,1895016783,Bursera biflora,17.289444,-96.518611,7,1978,19.50833,14.31667,64.7813,192.32823,30.6,8.5,22.1,20.43333,18.43333,21.85,17,1070,188,14,80.7182,544,56,308,86,1657
186,1895016782,Bursera biflora,17.949722,-97.355833,6,2002,16.76667,16.08333,68.73219,179.99159,28.6,5.2,23.4,17.56667,14.55,18.98333,14.48333,542,125,5,91.23145,280,17,210,23,2162
187,1895016769,Bursera biflora,18.516167,-97.405556,5,1978,18.89583,14.84167,66.55456,206.95255,30,7.7,22.3,20.15,17.36667,21.33333,16.18333,635,127,7,84.47128,304,30,218,30,1768
188,1895016746,Bursera biflora,18.335206,-97.457375,6,1975,21.3375,15.44167,67.43086,216.25031,32.6,9.7,22.9,22.63333,19.68333,23.83333,18.45,480,111,3,96.3169,249,17,174,17,1534
189,1895016726,Bursera biflora,17.382222,-96.6725,7,1978,14.9625,11.15833,65.63725,156.65721,23.7,6.7,17,15.5,14.3,16.93333,12.98333,900,170,11,85.00114,467,34,259,74,2249
190,1895016721,Bursera biflora,18.525492,-97.410572,10,1979,18.59583,14.90833,66.55506,204.53336,29.7,7.3,22.4,19.81667,15.93333,21.01667,15.93333,638,126,8,82.71186,299,31,218,44,1776
191,1895016720,Bursera biflora,18.398106,-97.444328,6,1971,20.075,14.96667,66.51852,213.18471,31.2,8.7,22.5,21.38333,17.25,22.55,17.25,548,120,4,90.23315,278,22,197,22,1674
192,1895016718,Bursera biflora,17.416389,-96.819167,6,1978,21.55417,14.825,64.45652,220.88107,33,10,23,22.8,18.73333,24.18333,18.66667,917,171,11,87.14021,493,43,272,56,1356
193,1895016714,Bursera biflora,18.233333,-97.583333,9,1979,17.70417,14.60833,67.94573,188.6972,28.7,7.2,21.5,18.63333,15.3,19.98333,15.28333,543,138,4,96.99818,287,14,227,17,2048
194,1895016686,Bursera biflora,18.366667,-97.433333,7,1978,21.10417,15.475,67.2826,219.81871,32.4,9.4,23,22.46667,19.43333,23.65,18.18333,518,116,5,94.05872,264,21,183,21,1548
195,1895016657,Bursera biflora,18.461997,-97.393297,10,1980,20.325,15.36667,66.81159,220.09811,31.6,8.6,23,21.31667,17.38333,22.85,17.38333,624,131,6,88.3923,305,27,210,27,1641
196,1895016621,Bursera biflora,17.318056,-96.491667,7,1979,18.7375,13.45833,64.39394,180.35475,29.4,8.5,20.9,18.98333,17.88333,21.01667,16.46667,1376,252,20,81.11932,699,66,361,129,1801
197,1895016607,Bursera biflora,17.314444,-96.502778,7,1978,19.90417,14.325,64.52702,191.55415,31.1,8.9,22.2,20.76667,18.86667,22.28333,17.43333,1143,196,15,80.22248,581,63,318,94,1629
198,1895016606,Bursera biflora,17.434167,-96.8225,8,1978,22.00833,15.01667,64.72701,220.35956,33.5,10.3,23.2,23.23333,19.2,24.65,19.15,947,178,13,87.29083,511,46,278,60,1328
199,1894560753,Bursera biflora,17.7935,-97.046583,6,2004,22.29167,14.36667,65.00755,213.18828,33.3,11.2,22.1,23.53333,20.76667,24.9,19.55,997,191,13,92.35455,547,41,279,45,1653
200,1894560746,Bursera biflora,17.796111,-97.040278,8,2004,23.0125,14.775,65.95982,213.10606,34.1,11.7,22.4,24.25,21.45,25.63333,20.25,1041,199,14,91.60363,570,44,289,47,1564
201,1894560707,Bursera biflora,18.617639,-97.469694,10,2005,15.45417,14.175,68.81068,175.56995,25.8,5.2,20.6,17.08333,13.16667,17.51667,13.16667,438,95,2,94.83127,226,9,183,9,2115
202,1894560700,Bursera biflora,18.400278,-97.208722,10,2006,19.2125,13.74167,65.7496,194.96065,29.8,8.9,20.9,19.8,17.83333,21.63333,16.73333,986,185,12,84.8183,508,47,278,60,1803
203,1894560693,Bursera biflora,18.176917,-97.457778,6,2006,16.75,14.26667,68.26157,177.31584,27.5,6.6,20.9,17.55,14.58333,18.96667,14.5,565,131,7,89.79647,288,23,220,26,2130
204,1894560685,Bursera biflora,18.617778,-97.471944,9,2004,15.45417,14.175,68.81068,175.56995,25.8,5.2,20.6,17.08333,13.16667,17.51667,13.16667,438,95,2,94.83127,226,9,183,9,2115
205,1894560684,Bursera biflora,18.46975,-97.451806,9,2005,19.23333,15.51667,66.59513,220.19963,30.7,7.4,23.3,20.66667,16.31667,21.75,16.31667,569,120,5,87.8772,276,22,206,22,1753
206,1894560678,Bursera biflora,18.608222,-97.471722,9,2006,16.7,14.53333,67.91277,186.82756,27.4,6,21.4,18.43333,14.26667,18.9,14.26667,502,106,4,89.6208,246,16,201,16,1979
207,1894560676,Bursera biflora,18.343889,-97.675833,10,2006,19.27083,14.975,67.45496,189.80203,30.6,8.4,22.2,20.25,16.81667,21.53333,16.81667,559,135,3,95.66824,292,12,220,12,1851
208,1894560669,Bursera biflora,18.308833,-97.122056,8,2007,19.3375,13.425,64.23445,203.43777,30.1,9.2,20.9,19.9,17.91667,21.88333,16.76667,1213,227,14,89.71834,657,50,319,67,1822
209,1894560656,Bursera biflora,17.728,-96.935111,7,2006,25.07917,14.44167,62.51804,244.3866,36.7,13.6,23.1,26.45,23.18333,28.08333,21.9,560,115,5,96.3472,323,18,165,20,644
210,1894560652,Bursera biflora,18.145278,-97.306111,11,2006,22.09583,16.10833,66.28944,245.5741,34,9.7,24.3,23.61667,20.3,24.95,18.85,519,114,4,97.32135,279,18,171,19,1385
211,1894560647,Bursera biflora,18.366194,-97.602583,10,2006,18.85,14.55,68.30986,185.26393,29.6,8.3,21.3,19.81667,16.41667,21.01667,16.41667,513,122,3,93.74279,265,13,205,13,1835
212,1894560645,Bursera biflora,18.014722,-97.370833,9,2004,19.325,15.35,66.45022,214.84138,30.9,7.8,23.1,20.56667,17.86667,21.9,16.55,522,117,4,90.07896,278,19,188,29,1902
213,1894560636,Bursera biflora,17.694722,-97.094167,6,2004,18.20417,13.85833,64.15895,202.72528,29,7.4,21.6,19.3,16.91667,20.66667,15.58333,676,140,5,92.30663,360,21,209,48,1946
214,1894560626,Bursera biflora,17.814194,-97.009056,9,2007,25.23333,15.75,65.3527,241.7393,37.3,13.2,24.1,26.56667,22.08333,28.16667,22.08333,632,128,6,96.60841,361,21,185,21,807
215,1894560618,Bursera biflora,18.031278,-97.021194,10,2006,23.975,16.01667,66.73611,225.51456,35.7,11.7,24,24.68333,22.33333,26.76667,21.05,1319,245,19,86.9522,711,67,335,76,1379
216,1894560609,Bursera biflora,17.802167,-97.034,9,2007,23.71667,15.48333,66.45207,221.54758,35.2,11.9,23.3,24.51667,22.08333,26.4,20.83333,1047,198,15,90.49062,571,48,289,49,1428
217,1894560608,Bursera biflora,18.428972,-97.496417,10,2005,16.6,14.01667,67.06539,200.05681,27.1,6.2,20.9,18.41667,13.96667,18.9,13.96667,488,105,4,87.12624,231,20,196,20,2025
218,1894560597,Bursera biflora,18.4195,-97.466944,6,2006,18.15833,14.4,66.35944,210.06314,29,7.3,21.7,19.46667,15.4,20.58333,15.4,542,112,6,83.19101,251,26,201,32,1868
219,1894560582,Bursera biflora,18.311861,-97.552111,6,2006,20.66667,15.1,67.71301,205.15329,31.8,9.5,22.3,21.8,17.93333,23.05,17.93333,473,113,4,93.98189,250,16,180,16,1681
220,1894560570,Bursera biflora,17.785,-97.055278,8,2004,20.69583,13.475,64.16667,203.08369,31.3,10.3,21,21.86667,19.28333,23.2,18.11667,855,170,10,93.35055,468,32,245,37,1840
221,1894560568,Bursera biflora,17.722639,-96.905639,7,2006,23.78333,15.5,65.67796,231.25482,35.5,11.9,23.6,24.48333,22.13333,26.63333,20.81667,1080,204,17,85.5643,579,55,285,61,1031
222,1894560559,Bursera biflora,18.437472,-97.467528,10,2005,17.74583,14.40833,66.39785,207.89484,28.6,6.9,21.7,19.05,15.01667,20.15,15.01667,522,109,5,85.40132,243,22,200,26,1915
223,1894560551,Bursera biflora,18.443444,-97.473194,10,2005,17.90833,14.61667,66.74277,209.82495,28.8,6.9,21.9,19.23333,15.15,20.31667,15.15,526,110,4,86.39061,246,20,201,24,1900
224,1894560541,Bursera biflora,17.729778,-96.988694,9,2006,25.0625,15.64167,65.4463,235.12209,37,13.1,23.9,26.33333,23.28333,27.96667,22.01667,714,140,8,92.85801,398,28,208,28,917
225,1894560532,Bursera biflora,17.704611,-97.027,7,2005,23.0375,15.29167,65.91235,220.42447,34.4,11.2,23.2,24.31667,21.43333,25.71667,20.16667,979,183,13,89.57143,529,44,276,44,1447
226,1894560531,Bursera biflora,18.216111,-97.530694,6,2006,17.23333,14.28333,67.69352,187.32971,28,6.9,21.1,18.16667,14.81667,19.48333,14.81667,548,131,6,90.8877,277,22,220,22,2084
227,1894560523,Bursera biflora,17.904028,-97.070611,9,2007,24.0875,17.175,68.15476,241.05003,36.5,11.3,25.2,24.95,22.3,26.98333,20.93333,831,157,11,89.97015,457,39,230,40,1071
228,1894560506,Bursera biflora,18.404472,-97.519222,6,2006,15.61667,13.91667,68.21896,184.24704,25.9,5.5,20.4,17.28333,13.21667,17.76667,13.21667,488,111,4,90.4698,240,16,200,19,2144
229,1894560486,Bursera biflora,18.178083,-97.47275,6,2006,17.35,14.33333,67.93049,179.81052,28.1,7,21.1,18.2,15.11667,19.56667,15.05,548,128,7,89.93659,278,23,216,24,2074
230,1894560478,Bursera biflora,18.345306,-97.361028,10,2006,22.7375,17.175,68.97591,232.63437,34.8,9.9,24.9,23.76667,20.88333,25.4,19.6,446,106,4,99.19176,230,17,156,18,1331
231,1893976951,Bursera biflora,18.378613,-97.578617,6,1978,18.19167,14.48333,68.31761,182.99074,28.9,7.7,21.2,19.13333,15.78333,20.33333,15.78333,532,118,6,86.46964,251,23,205,23,1885
232,1893976911,Bursera biflora,17.318062,-96.493067,7,1979,18.7375,13.45833,64.39394,180.35475,29.4,8.5,20.9,18.98333,17.88333,21.01667,16.46667,1376,252,20,81.11932,699,66,361,129,1801
233,1893917145,Bursera biflora,17.858345,-97.050065,7,2006,24.77083,16.40833,66.4305,241.99414,37.1,12.4,24.7,25.6,22.95,27.7,21.61667,690,135,8,93.77662,387,28,199,28,886
234,1893917114,Bursera biflora,17.858785,-97.049787,7,2006,25.10417,16.35833,66.7687,237.9406,37.4,12.9,24.5,25.9,23.28333,28.01667,22.01667,713,140,9,93.39221,400,30,203,31,889
235,1893917113,Bursera biflora,17.857761,-97.050383,7,2006,24.56667,16.73333,67.47311,238.75941,36.9,12.1,24.8,25.4,21.45,27.45,21.45,827,158,11,91.14757,457,37,232,37,1057
236,1893917110,Bursera biflora,17.861257,-97.0531,9,2006,24.77083,16.40833,66.4305,241.99414,37.1,12.4,24.7,25.6,22.95,27.7,21.61667,690,135,8,93.77662,387,28,199,28,886
237,1893917082,Bursera biflora,17.861836,-97.053112,7,2006,24.77083,16.40833,66.4305,241.99414,37.1,12.4,24.7,25.6,22.95,27.7,21.61667,690,135,8,93.77662,387,28,199,28,886
238,1893733514,Bursera biflora,17.323333,-96.501667,7,1979,18.65,13.46667,64.43382,177.48238,29.4,8.5,20.9,18.81667,17.9,20.9,16.43333,1375,254,19,81.76176,700,63,360,128,1844
239,1893733513,Bursera biflora,18.395,-97.441667,6,1978,20.075,14.96667,66.51852,213.18471,31.2,8.7,22.5,21.38333,17.25,22.55,17.25,548,120,4,90.23315,278,22,197,22,1674
240,1893733509,Bursera biflora,18.325,-97.608333,7,2002,20.27917,14.99167,67.83559,200.52725,31.4,9.3,22.1,21.38333,17.63333,22.61667,17.63333,480,116,3,94.61174,256,14,186,14,1712
241,1893733508,Bursera biflora,17.571667,-96.955,8,1985,20.22083,13.60833,64.19025,201.25131,30.7,9.5,21.2,21.35,18.83333,22.65,17.65,922,179,12,91.33783,501,36,270,58,1749
242,1893733506,Bursera biflora,17.940904,-97.355544,6,2002,17.00417,16.20833,68.67938,182.70018,28.9,5.3,23.6,17.85,14.75,19.25,14.68333,527,122,5,91.67892,273,16,206,21,2139
243,1893733505,Bursera biflora,18.466203,-97.420237,6,1978,20.05,15.5,66.81035,220.40253,31.4,8.2,23.2,21.48333,17.11667,22.56667,17.11667,596,125,6,88.17485,292,26,207,26,1667
244,1893733504,Bursera biflora,17.325,-96.925,7,2002,19.70417,14.625,67.70834,157.02429,30.3,8.7,21.6,20.46667,17.73333,21.63333,17.7,738,156,4,93.25406,403,19,252,29,1858
245,1893733503,Bursera biflora,18.114265,-97.075064,6,1978,24.70833,18.41667,70.02535,239.21115,37.8,11.5,26.3,25.45,22.91667,27.61667,21.58333,846,159,12,89.36833,465,40,234,42,938
246,1893733502,Bursera biflora,17.313082,-96.469427,7,1978,16.80833,12.15,64.28571,166.52647,26.6,7.7,18.9,16.91667,16.13333,18.93333,14.73333,1288,242,17,83.0194,660,54,333,122,2022
247,1893733501,Bursera biflora,17.421667,-96.825,7,2002,21.78333,14.93333,64.36782,221.77316,33.3,10.1,23.2,23.05,20.28333,24.43333,18.9,933,174,12,86.65784,500,46,274,60,1324
248,1893733500,Bursera biflora,18.479444,-97.436111,6,1978,19.82917,15.75833,66.7726,222.25557,31.4,7.8,23.6,21.28333,16.86667,22.35,16.86667,586,123,6,88.37236,287,24,206,24,1681
249,1893733499,Bursera biflora,18.731667,-97.548333,9,1996,13.00833,15.71667,73.44237,163.94058,23.5,2.1,21.4,14.53333,10.88333,14.78333,10.78333,426,92,3,83.80729,209,19,174,19,2440
250,1893733498,Bursera biflora,17.58936,-96.948615,7,1977,22.075,14.38333,64.78979,213.92967,33,10.8,22.2,23.31667,19.3,24.65,19.3,997,187,13,90.02797,542,42,285,42,1515
251,1893733497,Bursera biflora,18.202853,-97.533497,6,2002,16.74583,14.375,68.12796,180.84975,27.5,6.4,21.1,17.63333,14.43333,18.93333,14.43333,551,133,6,92.51729,281,20,224,23,2148
252,1893733494,Bursera biflora,18.230933,-97.417757,5,1991,16.36667,13.73333,66.66666,186.34441,27,6.4,20.6,17.3,14.03333,18.65,13.98333,568,128,6,90.06465,290,23,216,26,2135
253,1893733490,Bursera biflora,18.241667,-97.425,7,2002,17.34583,13.675,65.74519,199.76643,28.1,7.3,20.8,18.45,15.98333,19.76667,14.78333,547,117,7,84.74033,266,27,204,30,2022
254,1893733489,Bursera biflora,17.444442,-96.807967,7,1999,20.78333,14.11667,64.45966,205.10899,31.6,9.7,21.9,21.93333,19.41667,23.25,18.13333,979,180,13,86.80844,522,47,283,66,1567
255,1893733483,Bursera biflora,17.303548,-96.503743,8,1985,20.05,14.51667,64.80655,196.08672,31.3,8.9,22.4,20.96667,18.93333,22.46667,17.51667,1061,185,12,80.5282,547,59,302,82,1582
256,1893733481,Bursera biflora,20.801667,-103.495,10,1984,20.15417,18.20833,63.22338,262.49207,34.4,5.6,28.8,22.16667,19.76667,23.15,16.7,792,207,2,116.30653,543,17,176,32,1601
257,1893733478,Bursera biflora,17.903333,-96.99,6,1978,25.74167,14.95,62.81513,248.21024,37.6,13.8,23.8,26.65,23.66667,28.75,22.46667,600,124,5,99.18404,350,19,164,19,532
258,1893733477,Bursera biflora,18.053333,-97.345,7,1994,15.1125,13.20833,67.04738,171.6514,25.3,5.6,19.7,15.85,14.05,17.25,12.93333,617,138,6,92.48162,330,20,225,27,2305
259,1893733476,Bursera biflora,17.301453,-96.500985,7,1978,20.05,14.51667,64.80655,196.08672,31.3,8.9,22.4,20.96667,18.93333,22.46667,17.51667,1061,185,12,80.5282,547,59,302,82,1582
260,1893733473,Bursera biflora,18.539491,-97.41853,6,1978,18.375,14.91667,66.2963,204.97783,29.6,7.1,22.5,19.61667,16.9,20.81667,15.71667,630,124,8,82.26809,293,32,217,43,1797
261,1893733468,Bursera biflora,18.041667,-97.191667,11,1987,23.83333,16.38333,67.42112,236.65599,35.7,11.4,24.3,24.75,22.06667,26.63333,20.7,680,135,8,92.14764,367,30,200,30,1324
262,1893733467,Bursera biflora,18.483486,-97.384556,6,1978,19.83333,14.95,66.44444,215.18845,30.9,8.4,22.5,20.78333,18.16667,22.31667,16.98333,652,133,8,85.99873,317,32,217,32,1688
263,1893733460,Bursera biflora,18.201667,-97.596667,7,1978,17.275,14.75,68.28704,184.87709,28.3,6.7,21.6,18.16667,14.91667,19.51667,14.91667,551,139,4,96.84018,289,14,231,16,2105
